#BOS,flight
ژوییه,B-depart_date.month_name
۱۹۹۱,B-depart_date.year
موجود,O
است,O
#EOS,526
#BOS,flight
نه,O
من,O
می‌خواهم,O
از,O
دنور,B-fromloc.city_name
به,O
اوکلند,B-toloc.city_name
بروم,O
#EOS,527
#BOS,airfare
کرایه,O
بلیط,O
فرست,B-class_type
کلاس,I-class_type
از,O
بوستون,B-fromloc.city_name
به,O
دالاس,B-toloc.city_name
چقدر,O
است,O
#EOS,528
#BOS,ground_service
لطفا,O
اطلاعات,O
خدمات,O
زمینی,O
دنور,B-city_name
را,O
به,O
من,O
بده,O
#EOS,529
#BOS,flight
پروازهای,O
سن,B-fromloc.city_name
فرانسیسکو,I-fromloc.city_name
به,O
واشنگتن,B-toloc.city_name
دی‌سی,B-toloc.state_code
را,O
در,O
اوایل,B-depart_date.day_number
دسامبر,B-depart_date.month_name
به,O
من,O
بدهید,O
#EOS,530
#BOS,flight
ایا,O
شما,O
می‌توانید,O
به,O
من,O
بگویید,O
کدام,O
پرواز,O
صبح,B-depart_time.period_of_day
از,O
اوکلند,B-fromloc.city_name
به,O
دنور,B-toloc.city_name
قبل,B-depart_time.time_relative
از,I-depart_time.time_relative
ساعت,B-depart_time.time
۱۰,I-depart_time.time
قبل,I-depart_time.time
از,I-depart_time.time
ظهر,I-depart_time.time
موجود,O
است,O
#EOS,531
#BOS,aircraft
چه,O
هواپیمایی,O
فرست,B-class_type
کلاس,I-class_type
برای,O
فیلادلفیا,B-fromloc.city_name
به,O
دالاس,B-toloc.city_name
موجود,O
است,O
#EOS,532
#BOS,flight
در,O
واقع,O
پروازهای,O
بدون,B-flight_stop
توقف,I-flight_stop
از,O
لاس,B-fromloc.city_name
وگاس,I-fromloc.city_name
به,O
باربنک,B-toloc.city_name
در,O
روز,O
شنبه,B-arrive_date.day_name
۲۲,B-arrive_date.day_number
مه,B-arrive_date.month_name
کدامند,O
#EOS,533
#BOS,flight
چه,O
پروازهایی,O
صبح,B-depart_time.period_of_day
از,O
شیکاگو,B-fromloc.city_name
به,O
شهر,B-toloc.city_name
کانزاس,I-toloc.city_name
انجام,O
می‌شود,O
#EOS,534
#BOS,flight
پروازهای,O
اتلانتا,B-fromloc.city_name
به,O
واشنگتن,B-toloc.city_name
دی‌سی,B-toloc.state_code
در,O
صبح,B-depart_time.period_of_day
پنجشنبه,B-depart_date.day_name
#EOS,535
#BOS,abbreviation
ام‌سی‌او,B-airport_code
چیست,O
#EOS,536
#BOS,flight
تمام,O
پروازهای,O
ممفیس,B-fromloc.city_name
به,O
سیاتل,B-toloc.city_name
را,O
لیست,O
کن,O
#EOS,537
#BOS,flight
تمام,O
پروازهایی,O
که,O
از,O
سنت,B-fromloc.city_name
پترزبورگ,I-fromloc.city_name
به,O
تورنتو,B-toloc.city_name
قبل,B-arrive_time.time_relative
از,I-arrive_time.time_relative
ظهر,B-arrive_time.time
میرسند,O
را,O
نشان,O
بده,O
#EOS,538
#BOS,flight
زودترین,B-flight_mod
پرواز,O
در,O
خطوط,B-airline_name
هوایی,I-airline_name
امریکن,I-airline_name
از,O
واشنگتن,B-fromloc.city_name
دی‌سی,B-fromloc.state_code
به,O
سن,B-toloc.city_name
فرانسیسکو,I-toloc.city_name
#EOS,539
#BOS,flight
من,O
یک,O
پرواز,O
از,O
واشنگتن,B-fromloc.city_name
دی‌سی,B-fromloc.state_code
به,O
فیلادلفیا,B-toloc.city_name
برای,O
سه,B-depart_date.day_name
شنبه,I-depart_date.day_name
صبح,B-depart_time.period_of_day
می‌خواهم,O
#EOS,540
#BOS,flight
همه,O
پروازها,O
از,O
پیتسبرگ,B-fromloc.city_name
به,O
فیلادلفیا,B-toloc.city_name
#EOS,541
#BOS,flight
پروازها,O
از,O
فینیکس,B-fromloc.city_name
به,O
میلواکی,B-toloc.city_name
#EOS,542
#BOS,flight
کنتیننتال,B-airline_name
چه,O
پروازهایی,O
از,O
اتلانتا,B-fromloc.city_name
دارد,O
#EOS,543
#BOS,ground_service
چه,O
نوع,O
حمل,O
و,O
نقل‌های,O
زمینی,O
در,O
دنور,B-city_name
در,O
دسترس,O
است,O
#EOS,544
#BOS,flight
می‌توانید,O
به,O
من,O
در,O
مورد,O
پروازها,O
از,O
فیلادلفیا,B-fromloc.city_name
به,O
دالاس,B-toloc.city_name
بگویید,O
که,O
در,O
اوایل,B-depart_time.period_of_day
بعد,B-arrive_time.period_of_day
از,I-arrive_time.period_of_day
ظهر,I-arrive_time.period_of_day
وارد,O
می‌شود,O
#EOS,545
#BOS,airfare
نرخ,O
رفت,B-round_trip
و,I-round_trip
برگشت,I-round_trip
برای,O
پرواز,O
یو‌اس,B-airline_code
۳۷۲۴,B-flight_number
بالتیمور,B-fromloc.city_name
به,O
فیلادلفیا,B-toloc.city_name
چقدر,O
است,O
#EOS,546
#BOS,flight
پروازها,O
از,O
نیوارک,B-fromloc.city_name
نیوجرسی,B-fromloc.state_name
به,O
مینیاپولیس,B-toloc.city_name
#EOS,547
#BOS,flight
ایا,O
پرواز,O
یو‌اس,B-airline_name
با,O
یک,B-flight_stop
توقف,I-flight_stop
که,O
بوستون,B-toloc.city_name
را,O
در,O
۷۰۵,B-arrive_time.time
به,O
سمت,O
اتلانتا,B-toloc.city_name
ترک,O
کند,O
وجود,O
دارد,O
#EOS,548
#BOS,flight
می‌خوام,O
یک,O
پرواز,O
از,O
شارلوت,B-fromloc.city_name
به,O
بالتیمور,B-toloc.city_name
برای,O
هشتم,B-depart_date.day_number
اوریل,B-depart_date.month_name
رزرو,O
کنم,O
#EOS,549
#BOS,airfare
کرایه,O
پرواز,O
یک,B-round_trip
طرفه,I-round_trip
هفتم,B-depart_date.day_number
نوامبر,B-depart_date.month_name
از,O
دالاس,B-fromloc.city_name
به,O
سن,B-toloc.city_name
فرانسیسکو,I-toloc.city_name
چقدر,O
است,O
#EOS,550
#BOS,flight
نمایش,O
پروازها,O
از,O
دالاس,B-fromloc.city_name
به,O
اوکلند,B-toloc.city_name
#EOS,551
#BOS,airline
شرکت‌های,O
هواپیمایی,O
بین,O
بوستون,B-fromloc.city_name
و,O
دنور,B-toloc.city_name
را,O
به,O
من,O
نشان,O
بده,O
#EOS,552
#BOS,flight
ایا,O
سه,B-depart_date.day_name
شنبه,I-depart_date.day_name
اینده,B-depart_date.date_relative
از,O
شارلوت,B-fromloc.city_name
به,O
اتلانتا,B-toloc.city_name
پرواز,O
دارید,O
#EOS,553
#BOS,aircraft
می‌خواهم,O
بدانم,O
که,O
چه,O
نوع,O
هواپیمایی,O
در,O
صبح,B-depart_time.period_of_day
روز,O
هفتم,B-depart_date.day_number
ژوییه,B-depart_date.month_name
از,O
اتلانتا,B-fromloc.city_name
به,O
بوستون,B-toloc.city_name
استفاده,O
می‌شود,O
#EOS,554
#BOS,airline
لطفا,O
شرکت‌های,O
هواپیمایی,O
با,O
پرواز,O
از,O
دنور,B-fromloc.city_name
به,O
بوستون,B-toloc.city_name
با,O
یک,O
توقف,O
در,O
فیلادلفیا,B-stoploc.city_name
را,O
به,O
من,O
نشان,O
دهید,O
#EOS,555
#BOS,flight
پروازهای,O
صبح,B-depart_time.period_of_day
از,O
شارلوت,B-fromloc.city_name
به,O
بالتیمور,B-toloc.city_name
را,O
به,O
من,O
بده,O
#EOS,556
#BOS,flight
چه,O
پروازهایی,O
چهارشنبه,B-depart_date.day_name
صبح,B-depart_time.period_of_day
از,O
بوستون,B-fromloc.city_name
به,O
دنور,B-toloc.city_name
میروند,O
#EOS,557
#BOS,flight
پروازها,O
از,O
پتسبورگ,B-fromloc.city_name
به,O
لس,B-toloc.city_name
انجلس,I-toloc.city_name
در,O
پنجشنبه,B-depart_date.day_name
شب,B-depart_time.period_of_day
#EOS,558
#BOS,flight
پروازها,O
از,O
اتلانتا,B-fromloc.city_name
لطفا,O
#EOS,559
#BOS,aircraft
انواع,O
هواپیماهایی,O
را,O
که,O
بین,O
بوستون,B-fromloc.city_name
و,O
سن,B-toloc.city_name
فرانسیسکو,I-toloc.city_name
پرواز,O
می‌کنند,O
لیست,O
کنید,O
#EOS,560
#BOS,flight
اولین,B-flight_mod
پرواز,O
از,O
پیتسبرگ,B-fromloc.city_name
به,O
بالتیمور,B-toloc.city_name
برای,O
سه,B-depart_date.day_name
شنبه,I-depart_date.day_name
صبح,B-depart_time.period_of_day
کدام,O
است,O
#EOS,561
#BOS,flight
چه,O
پروازهایی,O
از,O
شهر,O
نیویورک,B-fromloc.city_name
به,O
لاس,B-toloc.city_name
وگاس,I-toloc.city_name
وجود,O
دارد,O
#EOS,562
#BOS,flight
من,O
می‌خواهم,O
سه,B-depart_date.day_name
شنبه,I-depart_date.day_name
اینده,B-depart_date.date_relative
شیکاگو,B-fromloc.city_name
را,O
ترک,O
کنم,O
و,O
حدود,B-arrive_time.time_relative
ساعت,B-arrive_time.time
6,I-arrive_time.time
بعد,I-arrive_time.time
از,I-arrive_time.time
ظهر,I-arrive_time.time
به,O
دیترویت,B-toloc.city_name
برسم,O
#EOS,563
#BOS,airfare
قیمت,O
پرواز‌ها,O
در,O
اوایل,B-depart_date.day_number
ژوییه,B-depart_date.month_name
۱۹۹۳,B-depart_date.year
از,O
مینیاپولیس,B-fromloc.city_name
به,O
سیاتل,B-toloc.city_name
را,O
به,O
من,O
نشان,O
بده,O
#EOS,564
#BOS,airfare
من,O
میخواهم,O
هزینه,O
بلیط,O
خطوط,B-airline_name
هوایی,I-airline_name
امریکن,I-airline_name
۱۰۳۹,B-flight_number
از,O
دنور,B-fromloc.city_name
به,O
پتسبورگ,B-toloc.city_name
را,O
در,O
روز,O
بیستم,B-depart_date.day_number
اپریل,B-depart_date.month_name
بدانم,O
#EOS,565
#BOS,flight
زودترین,B-flight_mod
پرواز,O
از,O
بوستون,B-fromloc.city_name
به,O
اتلانتا,B-toloc.city_name
چیست,O
#EOS,566
#BOS,flight
من,O
می‌خواهم,O
از,O
فیلادلفیا,B-fromloc.city_name
به,O
دالاس,B-toloc.city_name
با,O
توقف,O
در,O
اتلانتا,B-stoploc.city_name
در,O
یک,O
پرواز,O
صبحانه,B-meal_description
پرواز,O
کنم,O
#EOS,567
#BOS,flight
من,O
یک,O
پرواز,O
صبح,B-depart_time.period_of_day
زود,B-depart_time.period_of_day
بدون,B-flight_stop
توقف,I-flight_stop
از,O
نیویورک,B-fromloc.city_name
به,O
لاس,B-toloc.city_name
وگاس,I-toloc.city_name
برای,O
بیست,B-arrive_date.day_number
و,I-arrive_date.day_number
هشت,I-arrive_date.day_number
فوریه,B-arrive_date.month_name
می‌خواهم,O
#EOS,568
#BOS,flight
به,O
من,O
تمام,O
پروازها,O
از,O
دنور,B-fromloc.city_name
به,O
سن,B-toloc.city_name
فرانسیسکو,I-toloc.city_name
برای,O
چهارشنبه,B-depart_date.day_name
بعد,B-depart_date.date_relative
که,O
بعد,B-depart_time.time_relative
از,I-depart_time.time_relative
ظهر,B-depart_time.time
حرکت,O
می‌کنند,O
را,O
نشان,O
دهید,O
#EOS,569
#BOS,flight
امروز,B-depart_date.today_relative
چه,O
پروازهایی,O
از,O
بوستون,B-fromloc.city_name
به,O
دنور,B-toloc.city_name
موجود,O
است,O
#EOS,570
#BOS,flight
پروازهای,O
کنتیننتال,B-airline_name
در,O
شنبه,B-depart_date.day_name
صبح,B-depart_time.period_of_day
از,O
دنور,B-fromloc.city_name
به,O
سیاتل,B-toloc.city_name
#EOS,571
#BOS,flight
پروازهای,O
روزانه,B-flight_days
از,O
اوکلند,B-fromloc.city_name
به,O
بوستون,B-toloc.city_name
را,O
با,O
استفاده,O
از,O
خطوط,B-airline_name
هوایی,I-airline_name
یونایتد,I-airline_name
لیست,O
کنید,O
#EOS,572
#BOS,flight
من,O
سفر,O
رفت,B-round_trip
و,I-round_trip
برگشت,I-round_trip
از,O
بوستون,B-fromloc.city_name
به,O
پیتسبرگ,B-toloc.city_name
پرواز,O
می‌خواهم,O
#EOS,573
#BOS,flight
از,O
واشنگتن,B-fromloc.city_name
به,O
اتلانتا,B-toloc.city_name
#EOS,574
#BOS,flight
لطفا,O
پرواز,O
بازگشت,B-round_trip
از,O
میامی,B-fromloc.city_name
به,O
نیویورک,B-toloc.city_name
نشان,O
بده,O
#EOS,575
#BOS,airfare
قیمت,O
پرواز,O
از,O
دنور,B-fromloc.city_name
به,O
پیتسبرگ,B-toloc.city_name
چقدر,O
است,O
#EOS,576
#BOS,flight
پروازها,O
از,O
لاس,B-fromloc.city_name
وگاس,I-fromloc.city_name
به,O
مونترال,B-toloc.city_name
#EOS,577
#BOS,flight
همه,O
پروازهای,O
لانگ,B-fromloc.city_name
بیچ,I-fromloc.city_name
به,O
کلمبوس,B-toloc.city_name
در,O
اواخر,B-depart_time.period_mod
شنبه,B-depart_date.day_name
را,O
لیست,O
کنید,O
#EOS,578
#BOS,flight
تمام,O
پروازها,O
از,O
دنور,B-fromloc.city_name
به,O
سن,B-toloc.city_name
فرانسیکو,I-toloc.city_name
رو,O
نشان,O
بده,O
#EOS,579
#BOS,flight
پروازهای,O
دوم,B-depart_date.day_number
دسامبر,B-depart_date.month_name
از,O
واشنگتن,B-fromloc.city_name
دی‌سی,B-fromloc.state_code
به,O
فیلادلفیا,B-toloc.city_name
را,O
نشان,O
بده,O
#EOS,580
#BOS,ground_service
چه,O
نوع,O
حمل,O
و,O
نقل,O
زمینی,O
در,O
اتلانتا,B-city_name
موجود,O
است,O
#EOS,581
#BOS,flight
من,O
می‌خواهم,O
از,O
سن,B-fromloc.city_name
فرانسیسکو,I-fromloc.city_name
به,O
دنور,B-toloc.city_name
بروم,O
#EOS,582
#BOS,flight_time
زمان,B-flight_time
پروازها,I-flight_time
از,O
سن,B-fromloc.city_name
فرانسیسکو,I-fromloc.city_name
به,O
اتلانتا,B-toloc.city_name
را,O
نشان,O
بده,O
#EOS,583
#BOS,ground_service
چه,O
حمل,O
و,O
نقل,O
زمینی,O
در,O
فرودگاه,B-airport_name
اتلانتا,I-airport_name
موجود,O
است,O
#EOS,584
#BOS,flight
من,O
می‌خواهم,O
پرواز,O
از,O
شیکاگو,B-fromloc.city_name
به,O
سیاتل,B-toloc.city_name
در,O
اول,B-depart_date.day_number
ژوین,B-depart_date.month_name
در,O
خطوط,B-airline_name
هوایی,I-airline_name
کنتیننتال,I-airline_name
را,O
رزرو,O
کنم,O
#EOS,585
#BOS,flight
ایا,O
پرواز,O
دلتا,B-airline_name
از,O
دنور,B-fromloc.city_name
به,O
سن,B-toloc.city_name
فرانسیسکو,I-toloc.city_name
وجود,O
دارد,O
#EOS,586
#BOS,flight
به,O
دنبال,O
پرواز,O
از,O
کلیولند,B-fromloc.city_name
به,O
دالاس,B-toloc.city_name
هستم,O
#EOS,587
#BOS,flight
کدام,O
پروازها,O
شنبه,B-depart_date.day_name
از,O
دنور,B-fromloc.city_name
به,O
فیلادلفیا,B-toloc.city_name
می‌روند,O
#EOS,588
#BOS,ground_service
چه,O
راه‌های,O
حمل,O
و,O
نقل,O
زمینی,O
از,O
فرودگاه,O
به,O
مرکز,O
شهر,O
سن,B-toloc.city_name
فرانسیسکو,I-toloc.city_name
موجود,O
هست,O
#EOS,589
#BOS,ground_service
حمل,O
و,O
نقل,O
زمینی,O
در,O
بالتیمور,B-city_name
را,O
به,O
من,O
نشان,O
بده,O
#EOS,590
#BOS,flight
نمایش,O
تمام,O
پروازهای,O
پیتزبورگ,B-fromloc.city_name
به,O
سن,B-toloc.city_name
فرانسیسکو,I-toloc.city_name
در,O
بیست,B-depart_date.day_number
و,I-depart_date.day_number
هشتم,I-depart_date.day_number
ژوییه,B-depart_date.month_name
۱۹۹۱,B-depart_date.year
#EOS,591
#BOS,flight
لطفا,O
پروازهایی,O
از,O
بوستون,B-fromloc.city_name
به,O
دنور,B-toloc.city_name
را,O
با,O
یک,O
توقف,O
در,O
فیلادلفیا,B-stoploc.city_name
به,O
من,O
نشان,O
دهید,O
#EOS,592
#BOS,airfare
ارزان‌ترین,B-cost_relative
پرواز,O
یک,B-round_trip
طرفه,I-round_trip
از,O
سن,B-fromloc.city_name
دیگو,I-fromloc.city_name
به,O
میامی,B-toloc.city_name
را,O
به,O
من,O
نشان,O
بده,O
#EOS,593
#BOS,flight
من,O
می‌خواهم,O
پرواز,O
خود,O
را,O
در,O
واشنگتن,B-fromloc.city_name
دی‌سی,B-fromloc.state_code
با,O
توقف,O
در,O
دنور,B-stoploc.city_name
به,O
شهر,O
مقصد,O
سن,B-toloc.city_name
فرانسیسکو,I-toloc.city_name
اغاز,O
کنم,O
#EOS,594
#BOS,flight
اولین,B-flight_mod
پرواز,O
از,O
ممفیس,B-fromloc.city_name
به,O
سینسیناتی,B-toloc.city_name
در,O
سی,B-depart_date.day_number
ژوین,B-depart_date.month_name
چیست,O
#EOS,595
#BOS,flight
همه,O
پروازهای,B-airline_name
امریکن,I-airline_name
را,O
از,O
میلواکی,B-fromloc.city_name
به,O
فینکس,B-toloc.city_name
برای,O
روز,O
شنبه,B-depart_date.day_name
لیست,O
کنید,O
#EOS,596
#BOS,flight
خب,O
من,O
تمایل,O
دارم,O
در,O
چهارشنبه,B-depart_date.day_name
پیش,B-depart_date.date_relative
رو,I-depart_date.date_relative
در,O
زودترین,O
حالت,O
ممکن,O
از,O
ممفیس,B-fromloc.city_name
به,O
سینسیناتی,B-toloc.city_name
بروم,O
#EOS,597
#BOS,flight
ایا,O
شما,O
میتوانید,O
لطفا,O
تمام,O
پروازهای,O
روزهای,B-flight_mod
کاری,I-flight_mod
بین,O
دنور,B-fromloc.city_name
و,O
دالاس,B-toloc.city_name
را,O
به,O
من,O
نشان,O
دهید,O
#EOS,598
#BOS,airfare
ارزان‌ترین,B-cost_relative
هواپیما,I-cost_relative
از,O
تاکوما,B-fromloc.city_name
به,O
اورلاندو,B-toloc.city_name
#EOS,599
#BOS,flight
پروازهایی,O
که,O
از,O
بالتیمور,B-fromloc.city_name
به,O
دالاس,B-toloc.city_name
می‌رسند,O
را,O
به,O
من,O
بده,O
#EOS,600
#BOS,flight
ایا,O
میدوست,B-airline_name
اکسپرس,O
پروازی,O
از,O
مونترال,B-fromloc.city_name
به,O
دیترویت,B-toloc.city_name
دارد,O
#EOS,601
#BOS,flight
پروازهای,O
روز,O
پنجشنبه,B-depart_date.day_name
از,O
پیتزبورگ,B-fromloc.city_name
به,O
لس,B-toloc.city_name
انجلس,I-toloc.city_name
را,O
به,O
من,O
نشان,O
بدهید,O
#EOS,602
#BOS,flight
چه,O
پروازهایی,O
از,O
پیتسبرگ,B-fromloc.city_name
به,O
بالتیمور,B-toloc.city_name
در,O
تاریخ,O
بیست,B-depart_date.day_number
و,I-depart_date.day_number
پنجم,I-depart_date.day_number
ژوییه,B-depart_date.month_name
۱۹۹۱,B-depart_date.year
در,O
دسترس,O
است,O
#EOS,603
#BOS,flight
دوست,O
دارم,O
یک,O
پرواز,O
بدون,B-flight_stop
توقف,I-flight_stop
از,O
بوستون,B-fromloc.city_name
به,O
اتلانتا,B-toloc.city_name
پیدا,O
کنم,O
که,O
مدتی,O
بعد,B-arrive_time.period_of_day
از,I-arrive_time.period_of_day
ظهر,I-arrive_time.period_of_day
حرکت,O
کند,O
و,O
قبل,B-arrive_time.time_relative
از,I-arrive_time.time_relative
شب,B-arrive_time.time
به,O
اتلانتا,B-toloc.city_name
برسد,O
#EOS,604
#BOS,flight
پروازهایی,O
که,O
از,O
مونترال,B-fromloc.city_name
و,O
فینیکس,B-fromloc.city_name
به,O
لاس,B-toloc.city_name
وگاس,I-toloc.city_name
به,O
طور,O
همزمان,O
انجام,O
می‌شود,O
#EOS,605
#BOS,abbreviation
ام‌سی‌او,B-airport_code
چیست,O
#EOS,606
#BOS,airfare
قیمت,O
پروازها,O
از,O
ایندیاناپولیس,B-fromloc.city_name
به,O
ممفیس,B-toloc.city_name
چقدر,O
است,O
